id,article_id,citation_text,citation_hash,citation_type,author,year,title,source,position
593,809,(Lewis 2009),c19a03776c0e7b52,parenthetical,Lewis,2009,,,10855
594,809,(March 2008),5e872424333b0bf0,parenthetical,March,2008,,,22638
595,810,Quinn (2000),8d57f5f3c1f938f8,author_year,Quinn,2000,,,1243
596,810,Feadu (2010),7d8cd4df1d24822c,author_year,Feadu,2010,,,1550
597,812,Ziniys (2011),3fb818a7edfa9da3,author_year,Ziniys,2011,,,840
598,813,Ross (2003),729f308268fc210b,author_year,Ross,2003,,,4040
600,820,Blesheachbh (1970),d155c492b542e9d0,author_year,Blesheachbh,1970,,,1078
601,824,Slobin (1984),8e386b23f10146a7,author_year,Slobin,1984,,,2614
603,824,Keenan (1985),a7eb59a93b53a946,author_year,Keenan,1985,,,5256
604,824,Chung (1977),4715fc0bdf199e98,author_year,Chung,1977,,,5724
605,824,Beard (1981),a76d57eba20d1319,author_year,Beard,1981,,,9071
606,824,Caramazza (1987),05c619e1b9e4cb39,author_year,Caramazza,1987,,,11960
607,824,Caramazza (1988),9b9c3353c0754da5,author_year,Caramazza,1988,,,12110
608,824,Carthy (1981),883d3ccdb29b7bd0,author_year,Carthy,1981,,,12559
609,824,Rankin (1979),67ef44b76854015b,author_year,Rankin,1979,,,14768
610,824,Lightner (1983),a7b35ffe3c57508f,author_year,Lightner,1983,,,15063
611,824,Stechow (1983),2c48eb998a9c4ca0,author_year,Stechow,1983,,,15568
613,824,Ferguson (1976),17477362922209d2,author_year,Ferguson,1976,,,17508
615,824,Hafitz (1980),abb4b3b88b7bbc9b,author_year,Hafitz,1980,,,20917
616,824,Rivero (1994),dc854199727929a8,author_year,Rivero,1994,,,23344
617,824,Hanlon (1970),207724bf24ff9390,author_year,Hanlon,1970,,,26109
618,824,Botha (1968),e41d3047ef7cbb6a,author_year,Botha,1968,,,34225
619,824,Caramazza (1995),389351a700ac59a8,author_year,Caramazza,1995,,,34306
620,824,Timberlake (1985),8330d15eeebd0203,author_year,Timberlake,1985,,,35093
621,824,Wiese (1995),51a06fd1187046a0,author_year,Wiese,1995,,,35881
622,824,Sandler (1993),c11a84447d4a05f9,author_year,Sandler,1993,,,46859
623,824,Kiefer (1970),3969443c3878518b,author_year,Kiefer,1970,,,48836
624,824,Wescoat (1987),caffffbd833e5d71,author_year,Wescoat,1987,,,50084
625,824,Selkirk (1978),6a866f56e1e08c92,author_year,Selkirk,1978,,,50997
626,824,Baker (1977),897734e67428f5c5,author_year,Baker,1977,,,51874
627,824,Baker (1979),748ea61ce73e168b,author_year,Baker,1979,,,52041
628,824,Resnikoff (1964),1ff284343be26010,author_year,Resnikoff,1964,,,53583
629,824,Leonard (1994),41eaca6dd7076c7d,author_year,Leonard,1994,,,61830
630,824,Roeper (1983),5967faff092b9b6e,author_year,Roeper,1983,,,63547
632,824,Blair (1984),aee4c0f72ba14fc3,author_year,Blair,1984,,,66782
633,824,Pleh (1994),9e651ae40c88715f,author_year,Pleh,1994,,,67591
634,824,Gleitman (1970),1652ed67cfbe062b,author_year,Gleitman,1970,,,68860
635,824,Weintraub (1977),53ab2da0145eaf09,author_year,Weintraub,1977,,,68990
636,824,Caramazza (1982),a84117fa2ed0b97c,author_year,Caramazza,1982,,,69114
637,824,Aram (1993),2a1bd50c854ca7fd,author_year,Aram,1993,,,72806
638,824,Joos (1957),dafab9e9c968ad87,author_year,Joos,1957,,,75442
639,824,Cutler (1988),38ecda450d2bb496,author_year,Cutler,1988,,,76301
640,824,Knight (1984),61820baf45ed4d5e,author_year,Knight,1984,,,77369
641,824,Janda (1985),ceb4e9b7a3f90d5c,author_year,Janda,1985,,,78108
642,824,Kitagawa (1990),a637863382dfedd0,author_year,Kitagawa,1990,,,78658
643,824,Warburton (1997),7713580fade1ba16,author_year,Warburton,1997,,,78948
644,824,Sohn (1999),ed53a60f6b56ff47,author_year,Sohn,1999,,,79068
645,824,Lipka (1972),36b7c7c419cc7cbd,author_year,Lipka,1972,,,81143
646,824,Mustajoki (1989),266ec5376708bf23,author_year,Mustajoki,1989,,,82363
647,824,Fodor (1963),c094e05e086ef562,author_year,Fodor,1963,,,92196
648,824,Staal (1969),b68476b2020d6e0e,author_year,Staal,1969,,,94266
649,824,Foley (1979),6fadb3e779348c15,author_year,Foley,1979,,,95184
650,824,Sanders & Noll (1974),b60e7a6a5d68efb9,author_year,Sanders & Noll,1974,,,96836
651,824,Rohrer (1967),63e03b5bb520aa2d,author_year,Rohrer,1967,,,98830
652,824,Marchand (1969),0c132a5672a1e22c,author_year,Marchand,1969,,,99006
653,824,Donna (2000),c34d60ebffba54f8,author_year,Donna,2000,,,99599
656,824,Cermele (1994),1f3938a7f430bf9d,author_year,Cermele,1994,,,101046
657,824,Konopczynski (1993),331259faa7ec9d79,author_year,Konopczynski,1993,,,102044
658,824,Robinson (1977),684e5dbe53b4fd4b,author_year,Robinson,1977,,,102254
659,824,Ljung (1970),d6ff7d40f857e6e5,author_year,Ljung,1970,,,102832
660,824,Whinney (1992),e9a6d4a0002120be,author_year,Whinney,1992,,,103713
661,824,Marchand (1974),86b6216137334ca7,author_year,Marchand,1974,,,105887
663,824,Zimmer (1964),a375a24da031e077,author_year,Zimmer,1964,,,109356
664,824,Bates (1994),5b8cc26899efee03,author_year,Bates,1994,,,109699
665,824,Rathmann (2003),be530a9b1960c80a,author_year,Rathmann,2003,,,110696
666,824,Prince (1990),040c9f9b3f50107e,author_year,Prince,1990,,,111420
667,824,Whinney (1984),cc4ab8cebee71cfe,author_year,Whinney,1984,,,115387
668,824,Caramazza (1989),ace49ed0ed8688dd,author_year,Caramazza,1989,,,116272
669,824,Lefebvre (1988),dec907bc0683c68b,author_year,Lefebvre,1988,,,120193
670,824,Levi (1978),929adb64f24dcde1,author_year,Levi,1978,,,122596
671,824,Wasow (1994),7c7be814d159bf47,author_year,Wasow,1994,,,123949
672,824,Gutenberg (2003),4118690649190230,author_year,Gutenberg,2003,,,126588
673,824,Kerr (1964),e47ca14067f74193,author_year,Kerr,1964,,,127895
674,824,Sag (1987),e6ce60cdbb8e7c4b,author_year,Sag,1987,,,128405
675,824,Bernini (1990),0c434ad83a479ce4,author_year,Bernini,1990,,,132034
676,824,Weisler (1985),c1d8ee94112a6070,author_year,Weisler,1985,,,137376
677,824,Willis (1984),3ba3fec0b8a94e26,author_year,Willis,1984,,,139837
678,824,Pickett (1960),53bdc61d17d25b24,author_year,Pickett,1960,,,140752
679,824,Kageyama (1988),bb486f66bdcce915,author_year,Kageyama,1988,,,141061
680,824,Kurylowicz (1977),e80e3a71f2f1dca0,author_year,Kurylowicz,1977,,,141495
681,824,Gammon (1979),bc4f117e80806d1e,author_year,Gammon,1979,,,141965
682,824,Bresnan (1983),2274f49abd9fea00,author_year,Bresnan,1983,,,142148
683,824,Lieber (1992),a5f0bd5c7c3d1633,author_year,Lieber,1992,,,146198
685,824,Whinney (1986),c52da1d71c747242,author_year,Whinney,1986,,,148272
687,824,Cressey (1978),eb6de8287995bec1,author_year,Cressey,1978,,,152657
688,824,Williams (1983),e31df1022e2af176,author_year,Williams,1983,,,153969
689,824,Klausenburger (1979),b8976db9f4f88e35,author_year,Klausenburger,1979,,,157764
690,824,Roeper (1972),f953f637e644075a,author_year,Roeper,1972,,,158157
691,824,Sadock (1986),e5fb239696457d5b,author_year,Sadock,1986,,,160185
692,824,Morgan (1987),d5e64a76b2b7e425,author_year,Morgan,1987,,,161172
693,824,Thrainsson (1985),989a1b6953d749ab,author_year,Thrainsson,1985,,,161465
694,824,Peng (1992),b33801e87d96bd6c,author_year,Peng,1992,,,161756
695,828,Institutt (1975),0f1c95ee70456f34,author_year,Institutt,1975,,,6258
696,828,Rundschau (1913),9f27b07bf42f77fe,author_year,Rundschau,1913,,,7847
697,828,Sprachen (1898),1b62259175463730,author_year,Sprachen,1898,,,8554
698,828,University (1973),78fb8d6674f45dbe,author_year,University,1973,,,8852
699,828,Salaam (1955),564be041c5683aef,author_year,Salaam,1955,,,11512
700,828,Kolonialzeitung (1890),cba04e5ce6370a21,author_year,Kolonialzeitung,1890,,,27151
701,828,Sumve (1932),e0c6f5c9a445ced8,author_year,Sumve,1932,,,38641
702,828,(June 1958),d5bc577a8322a66c,parenthetical,June,1958,,,3833
703,828,"(January, 1959)",d7b4264e5c648298,parenthetical_comma,January,1959,,,3969
704,830,Jeffrey (1980),abd6423790157f5e,author_year,Jeffrey,1980,,,6541
705,830,Goel and Zellner (1986),1f52bdd3466a670f,author_year,Goel and Zellner,1986,,,9903
706,830,Mellor (1990),b015ceff2d993ff1,author_year,Mellor,1990,,,12799
711,832,Ahmad (1981),e19a033b7d3d409e,author_year,Ahmad,1981,,,6901
712,832,Corbin (1989),93f2190e226461fe,author_year,Corbin,1989,,,7830
714,832,Carthy (2000),f17b431e4adb4971,author_year,Carthy,2000,,,11344
715,832,(Svelmoe 2008),c6ab5e821f8b322c,parenthetical,Svelmoe,2008,,,1268
716,835,California (1980),0fdac6128474dd42,author_year,California,1980,,,7982
717,835,California (1985),ac1b268a6fc8407f,author_year,California,1985,,,8523
718,835,Ulster (1981),e02855a2ccbbdb7b,author_year,Ulster,1981,,,8646
719,835,"(Lamberg, 2010)",d9844aad5ab54db6,parenthetical_comma,Lamberg,2010,,,1592
720,835,"(Dec, 2005)",c0205b3a765e4762,parenthetical_comma,Dec,2005,,,4064
721,835,"(Dec, 2006)",fe2974c3043d14f3,parenthetical_comma,Dec,2006,,,4180
722,835,"(Nov, 2000)",be3e1d38b0765bb1,parenthetical_comma,Nov,2000,,,4258
723,835,"(Nov, 2006)",11330f2d3aefea57,parenthetical_comma,Nov,2006,,,4311
724,835,"(Sep, 1993)",8970fb2e17207c2c,parenthetical_comma,Sep,1993,,,4567
725,835,"(Jan, 1996)",fbdf6003d8b74087,parenthetical_comma,Jan,1996,,,4679
726,835,"(Oct, 2006)",c358a0fc690e7d02,parenthetical_comma,Oct,2006,,,5302
727,835,"(Jun, 2000)",af01ded99837391c,parenthetical_comma,Jun,2000,,,5377
728,835,"(Jan, 2008)",11612cfce3c9f9fc,parenthetical_comma,Jan,2008,,,5436
729,835,"(Aug, 2003)",171e3704e52a1488,parenthetical_comma,Aug,2003,,,5510
744,841,Shinabtin (1978),543cff0d38792da0,author_year,Shinabtin,1978,,,466
745,841,Kate (1999),f83151a080197def,author_year,Kate,1999,,,721
746,841,Richard (1987),0f58264a76d90a80,author_year,Richard,1987,,,804
747,841,Lorna (1977),f745617d10871a0a,author_year,Lorna,1977,,,1044
748,841,Lorna (1979),3789e5c9888280aa,author_year,Lorna,1979,,,1141
749,841,Marie (1976),b5d2799244a8ef0f,author_year,Marie,1976,,,1222
750,841,Tino (1996),980f14b5b5268884,author_year,Tino,1996,,,1463
751,841,Nikunmi (1998),057edcda792118f9,author_year,Nikunmi,1998,,,1698
752,841,Magnus (1995),fb54f080069208fb,author_year,Magnus,1995,,,1924
753,841,Gordon (1998),d7d51b6304f435bb,author_year,Gordon,1998,,,2160
754,841,Anne (1998),3402ad5e6c3e202e,author_year,Anne,1998,,,2391
755,841,Tanittir (1998),8c450b7917487962,author_year,Tanittir,1998,,,2831
756,841,Alan (1995),965e99029387f1a7,author_year,Alan,1995,,,3053
757,841,Marjorie (1995),0c8e667270ec3ae6,author_year,Marjorie,1995,,,3372
758,841,Tanittir (1978),881a58a533da2e12,author_year,Tanittir,1978,,,3547
759,841,Tanittir (1980),1f02990dbbe67e8d,author_year,Tanittir,1980,,,3672
760,841,Lisirisk (1997),e9aebbaca84088fd,author_year,Lisirisk,1997,,,4281
761,841,Alan (1979),b336dc124a798fab,author_year,Alan,1979,,,4521
762,841,Shinabban (1981),c1b36b7b50909e51,author_year,Shinabban,1981,,,4774
763,841,Gunnel (1999),b1454a143889d24c,author_year,Gunnel,1999,,,4959
764,841,Sharon (1984),b437d23ec7a4cefa,author_year,Sharon,1984,,,5132
765,841,Sharon (1987),027c46640bad0f1d,author_year,Sharon,1987,,,5311
766,841,Colin (1992),9a6a05e4ec424734,author_year,Colin,1992,,,5670
767,841,Liz (1999),bb2fdbbfedbff415,author_year,Liz,1999,,,6049
768,841,Liz (2001),034b03a04205c2b2,author_year,Liz,2001,,,6255
769,841,Liz (2002),2f22fd6497f93526,author_year,Liz,2002,,,6385
770,841,Shunatre (1978),9109c2e4a5a7fa6a,author_year,Shunatre,1978,,,6679
771,841,Tanitban (1935),617f0ab14904e2be,author_year,Tanitban,1935,,,6838
772,841,Nikuskta (1998),9e798b45112b3181,author_year,Nikuskta,1998,,,7021
773,841,Robbie (1993),07cf698f188072b2,author_year,Robbie,1993,,,7362
774,841,Robbie (1998),13001304d25be890,author_year,Robbie,1998,,,7842
775,841,Taratkur (1953),e93ed377a119ef87,author_year,Taratkur,1953,,,8168
776,841,Shusantin (1986),ba74aab813b550ed,author_year,Shusantin,1986,,,8323
777,841,Laura (1998),ad7e1c17981351e2,author_year,Laura,1998,,,8437
778,841,Ruskikra (1998),27f139732d0ba004,author_year,Ruskikra,1998,,,8617
779,841,Robert (1998),48c7207495456aaf,author_year,Robert,1998,,,8812
780,841,Donald (1974),5ba0f155215f74c2,author_year,Donald,1974,,,9187
781,841,Timusbin (1992),bfa47a4fcc686f52,author_year,Timusbin,1992,,,9464
782,841,Timusbin (1988),17fdecd3c8f88441,author_year,Timusbin,1988,,,9699
783,841,William (1986),a99d01c176c27ca0,author_year,William,1986,,,9802
784,841,William (1998),25f3d48d598c00cb,author_year,William,1998,,,9951
785,841,Fiona (2000),2ac99f436b776c7a,author_year,Fiona,2000,,,10190
786,841,Kenittir (1982),2f1d95fc5fd7ba45,author_year,Kenittir,1982,,,10317
787,841,Suskusmi (1993),4e162b113bdcf9b4,author_year,Suskusmi,1993,,,10518
788,841,Meech (1989),178df8ecc675cd39,author_year,Meech,1989,,,10680
789,841,Andrea (1996),4c19110d767a310c,author_year,Andrea,1996,,,10872
790,841,Roz (1999),d0c745e4515bc86f,author_year,Roz,1999,,,11245
791,841,Cowan (1981),dca8324effd34a32,author_year,Cowan,1981,,,11440
792,841,Anne (1983),63aaf1558f7bd083,author_year,Anne,1983,,,11575
793,841,Ian (1997),ea40e6f64de479c7,author_year,Ian,1997,,,11710
794,841,Susan (1991),b2958ae446b60276,author_year,Susan,1991,,,12065
795,841,Caroline (1993),689952065d70f009,author_year,Caroline,1993,,,12232
796,841,Caroline (1994),3a36f60539b30ccb,author_year,Caroline,1994,,,12370
797,841,Caroline (1997),5743075432eb4550,author_year,Caroline,1997,,,12746
798,841,Stewart (1989),c9aeb6ca1a02acbd,author_year,Stewart,1989,,,13153
799,841,Sheena (2000),593accb275b114fb,author_year,Sheena,2000,,,13398
800,841,Timusbin (1971),2c9396391ade8bdc,author_year,Timusbin,1971,,,13627
801,841,Timusbin (1979),0bc57b6acd1875c6,author_year,Timusbin,1979,,,13835
802,841,Greger (1989),f33c0097fb0e0414,author_year,Greger,1989,,,13991
803,841,Clausdirk (1985),704ddedec4c03a4e,author_year,Clausdirk,1985,,,14230
804,841,Margaret (1982),8bc93d114a957565,author_year,Margaret,1982,,,14443
805,841,Ellen (1978),a66e7c922e292fa4,author_year,Ellen,1978,,,15024
806,841,Ellen (1984),7e84517bb8ec675a,author_year,Ellen,1984,,,15265
807,841,Rahilly (1995),40610771877078f0,author_year,Rahilly,1995,,,15487
808,841,Catherine (1987),de358848d478c04a,author_year,Catherine,1987,,,16015
809,841,Catherine (1994),fd49820eaf4d6935,author_year,Catherine,1994,,,16162
810,841,Tear (1986),ba0d276b27a669b1,author_year,Tear,1986,,,16333
811,841,Tanittir (1986),7ab21c25cc5fd98a,author_year,Tanittir,1986,,,16539
812,841,Tanittir (1989),f2c06bc98fc14b08,author_year,Tanittir,1989,,,16921
813,841,Kimitke (1979),16569e2ccba8656a,author_year,Kimitke,1979,,,17058
814,841,Kimitke (1983),96a0ed6affe4e5c6,author_year,Kimitke,1983,,,17482
815,841,Kimitke (1984),c79d09f7e48d5e2b,author_year,Kimitke,1984,,,17599
816,841,Kimitke (1985),7998ba6b0bd41243,author_year,Kimitke,1985,,,17828
817,841,Rona (1995),45bc530593ef759c,author_year,Rona,1995,,,18021
818,841,Eleanor (1998),223487fd3526c12d,author_year,Eleanor,1998,,,18150
819,841,Smith (1999),1126582609514e44,author_year,Smith,1999,,,18381
820,841,Kevin (1994),e8b48743ffa7e1a6,author_year,Kevin,1994,,,18821
821,841,Kevin (1996),2b3eb8dea7122fbd,author_year,Kevin,1996,,,18993
822,841,Kevin (1997),d4672f08b007645c,author_year,Kevin,1997,,,19231
823,841,Kevin (1998),c86ce7d16c5beb47,author_year,Kevin,1998,,,19452
824,841,Kevin (1999),fa1fe3bc5407d835,author_year,Kevin,1999,,,19775
825,841,Kevin (2001),c143eba4e63e9299,author_year,Kevin,2001,,,20025
826,841,Trevelyan (1977),93131cb4672e93e7,author_year,Trevelyan,1977,,,20455
827,841,Lesley (1976),a65a3848e3e731c0,author_year,Lesley,1976,,,21562
828,841,Luseren (1976),bb94a1f13a3acdc7,author_year,Luseren,1976,,,21714
829,841,Luseren (1978),d5021fb398ff6b72,author_year,Luseren,1978,,,21892
830,841,Luseren (1991),da38ec64e3ae1605,author_year,Luseren,1991,,,22058
831,841,Milroy (1977),4b7de791b7c65215,author_year,Milroy,1977,,,22298
832,841,Lesley (1980),ada9ffcebcc18f53,author_year,Lesley,1980,,,22469
833,841,Lesley (1984),5fa3c999f4b09f01,author_year,Lesley,1984,,,22555
834,841,Ann (1982),2d32fd6ff63d4e04,author_year,Ann,1982,,,22803
835,841,Ann (1986),441b0b1ccbd44939,author_year,Ann,1986,,,23339
836,841,Ann (1989),43f27d8a439248f1,author_year,Ann,1989,,,23578
837,841,Euan (1976),0dfe7e6d4fb86b30,author_year,Euan,1976,,,24095
838,841,Euan (1978),fd2c7a5ef511c4e7,author_year,Euan,1978,,,24267
839,841,Suzanne (1975),26344643be2a76df,author_year,Suzanne,1975,,,24470
840,841,Suzanne (1978),5830c56963a8dacd,author_year,Suzanne,1978,,,24631
841,841,Suzanne (1979),56ed1df1a7fc7949,author_year,Suzanne,1979,,,24837
842,841,Reid (1976),5fd5c94869a5ca55,author_year,Reid,1976,,,25015
843,841,Suzanne (1984),4d2e1b1c849e23a6,author_year,Suzanne,1984,,,25168
844,841,Suzanne (1985),93553f95d128d406,author_year,Suzanne,1985,,,25314
845,841,Jennifer (2000),0e84f89100ea13e4,author_year,Jennifer,2000,,,25665
846,841,Jane (1999),3c2b5e7e40cc9fe7,author_year,Jane,1999,,,26017
847,841,Tweedie (2000),65fc53f29dd93b9f,author_year,Tweedie,2000,,,26509
848,841,Mikenbin (1972),b589e1024fb8030d,author_year,Mikenbin,1972,,,26669
849,841,Gunn (1986),2c9373c819e8c7fd,author_year,Gunn,1986,,,26955
850,841,Sharatban (1998),7baa057dc1edd6bc,author_year,Sharatban,1998,,,27142
851,841,Dick (1995),18c6d76f49d8dcd3,author_year,Dick,1995,,,27484
852,841,Tanittir (1993),a401937e1c688350,author_year,Tanittir,1993,,,29288
853,841,Tanittir (1997),6f70322ebba1cd63,author_year,Tanittir,1997,,,29617
854,841,Tanittir (2000),047df0b014fb166e,author_year,Tanittir,2000,,,29714
855,841,Robert (1968),7e305aef450cc02b,author_year,Robert,1968,,,29921
856,841,Manfred (1997),b138dff0ad450e48,author_year,Manfred,1997,,,30012
857,841,Laurence (1996),3977b2be0de45f4b,author_year,Laurence,1996,,,30260
858,841,Caroline (1982),bfdb593ef8a77376,author_year,Caroline,1982,,,30503
859,841,Caroline (1983),95db275214a82739,author_year,Caroline,1983,,,30698
860,841,Caroline (1986),a1f82106bf119db4,author_year,Caroline,1986,,,30853
861,841,Edwin (1983),7674dc79b18339fa,author_year,Edwin,1983,,,31222
862,841,Ryuta (1985),a2856977aeb9a384,author_year,Ryuta,1985,,,31474
863,841,Timusbin (1981),6cd462714c1ec7bc,author_year,Timusbin,1981,,,31659
864,841,Wilhelm (1983),cb6cee5e0fa6f2df,author_year,Wilhelm,1983,,,31896
865,841,Laurits (1986),2ff9bdde2ec89bb7,author_year,Laurits,1986,,,32139
866,841,Mairi (1973),f65feab36104c71d,author_year,Mairi,1973,,,32381
867,841,Brian (1996),fc06f6685db98493,author_year,Brian,1996,,,32576
868,841,Nanarta (1997),db75e76c0babae6a,author_year,Nanarta,1997,,,32820
869,841,Rininban (1984),d1f3707a45327623,author_year,Rininban,1984,,,33268
870,841,(Shatabba 1982),62745b6086bdd254,parenthetical,Shatabba,1982,,,10420
871,841,"(Shurentin, 1999)",250f957795c947cc,parenthetical_comma,Shurentin,1999,,,6218
872,842,Brendan (1981),cf4d1e91408c4328,author_year,Brendan,1981,,,490
873,842,Brendan (1982),df7f3c97c850b5cd,author_year,Brendan,1982,,,737
874,842,Arthur (1979),90c218907c4bb2ce,author_year,Arthur,1979,,,1260
875,842,Surertin (1976),266efc8a59837f6e,author_year,Surertin,1976,,,1700
876,842,Barbara (1997),f6c8fd3edb96e04e,author_year,Barbara,1997,,,1956
877,842,Karen (1990),2644445439944f75,author_year,Karen,1990,,,2578
878,842,William (1912),7e4072be54f1fa12,author_year,William,1912,,,2713
879,842,Tanittir (1991),b1b21e6c846669dc,author_year,Tanittir,1991,,,2879
880,842,Sharekiku (1981),09cbbe1881bea29e,author_year,Sharekiku,1981,,,3038
882,842,Luseren (1964),eb1cd6172e61b6d5,author_year,Luseren,1964,,,3849
883,842,Timusbin (1950),e8365aa2faa7bb42,author_year,Timusbin,1950,,,4132
884,842,Timusbin (1967),9612351631ead1c5,author_year,Timusbin,1967,,,4224
885,842,Kenansk (1986),0b6b0f388a86fb3e,author_year,Kenansk,1986,,,4393
886,842,Carrera (1987),a3665522bb774552,author_year,Carrera,1987,,,4632
887,842,Tenuskmi (1986),3534cb6919cdd5cd,author_year,Tenuskmi,1986,,,5132
888,842,Michael (1981),1e3e72fed482fd67,author_year,Michael,1981,,,5761
889,842,Lisirisk (1995),fb1f13efb9b3f89a,author_year,Lisirisk,1995,,,8524
890,842,William (1950),eecce7a0b2b0c87f,author_year,William,1950,,,9905
891,842,Sheila (1994),98ed45b6036bd417,author_year,Sheila,1994,,,10038
892,842,Manfred (2002),82e18c5f9612be25,author_year,Manfred,2002,,,10426
893,842,William (1968),858ee2706f7b1e21,author_year,William,1968,,,10527
894,842,Timusbin (1994),a824b09efad4c785,author_year,Timusbin,1994,,,10811
895,842,Davie (1997),58eccc2e0df65be9,author_year,Davie,1997,,,10954
896,842,Aitken (2002),ad3b5aeea9944ac0,author_year,Aitken,2002,,,11349
897,842,Tom (1998),2b5a4aff44aa09ca,author_year,Tom,1998,,,11714
898,842,Lisirisk (1988),b4ce03971a878d2b,author_year,Lisirisk,1988,,,11836
899,842,Lisirisk (1993),3219618058d99387,author_year,Lisirisk,1993,,,11938
900,842,Lisirisk (1994),5a7cf5540e7b5445,author_year,Lisirisk,1994,,,12063
901,842,Iseabail (1995),2acd870dd1008ee9,author_year,Iseabail,1995,,,12470
903,842,Timusbin (1997),267719e9821ff0a5,author_year,Timusbin,1997,,,13072
904,842,Glanville (1984),ac9590b0c27f1345,author_year,Glanville,1984,,,13387
905,842,Menaban (2000),6357c169255af96d,author_year,Menaban,2000,,,13508
906,842,Suzanne (1982),a7db31bc9c9bd779,author_year,Suzanne,1982,,,13626
907,842,Dorian (1981),df73912417029c34,author_year,Dorian,1981,,,13867
908,842,Jeremy (2000),591849562e1a0737,author_year,Jeremy,2000,,,13984
909,842,Janet (1973),b52548755177a665,author_year,Janet,1973,,,14124
910,842,Colin (2002),1549645007e58b98,author_year,Colin,2002,,,14306
911,842,Luseren (1926),9a404c7b3a78eeeb,author_year,Luseren,1926,,,14494
912,842,William (1952),212b612a536a27ae,author_year,William,1952,,,14665
913,842,Christopher (1986),d400a6a5650266d4,author_year,Christopher,1986,,,14789
914,842,Ruskikra (1946),c8e697fe361c0c06,author_year,Ruskikra,1946,,,15655
915,842,Shunatre (1997),ddd7bafea2600d08,author_year,Shunatre,1997,,,15819
916,842,Daphne (1983),efccd9b2c430e63c,author_year,Daphne,1983,,,16003
917,842,Daphne (1991),9bfc0d0e1525befe,author_year,Daphne,1991,,,16204
918,842,Barbara (1987),293e635a90adc440,author_year,Barbara,1987,,,16617
919,842,Barbara (1995),b1652d324c30d488,author_year,Barbara,1995,,,16962
920,842,Lenirian (1991),196fb9f468bd032a,author_year,Lenirian,1991,,,17404
921,842,Gillian (1984),ce8d0e0c52f2f1c6,author_year,Gillian,1984,,,17525
923,842,Gillian (1987),1a610315c3aba36e,author_year,Gillian,1987,,,18395
924,842,Gillian (1991),0ed84ce846fe9f49,author_year,Gillian,1991,,,18739
925,842,Ian (1979),ec389bcb6d6e2c61,author_year,Ian,1979,,,19207
926,842,Ian (1987),ed88ca513f81bbbe,author_year,Ian,1987,,,19332
927,842,Ian (1988),2442075aec3915a9,author_year,Ian,1988,,,19461
928,842,Ian (1993),b748cb95a84b325c,author_year,Ian,1993,,,19551
929,842,Ian (1995),a4f890abeba1dada,author_year,Ian,1995,,,19773
930,842,Richards (1970),7118cae10945d47e,author_year,Richards,1970,,,19936
931,842,Stuart (1996),9cddaf1f1aea2875,author_year,Stuart,1996,,,20050
932,842,Carole (1997),38a21e70090b4d14,author_year,Carole,1997,,,20183
933,842,Jakob (1897),e793c3be8f9f56a8,author_year,Jakob,1897,,,20339
934,842,Edward (1935),731a307507279085,author_year,Edward,1935,,,20507
935,842,Susanne (1999),369134c4f01b9660,author_year,Susanne,1999,,,20751
936,842,Chris (1999),77743950bc7d4b2a,author_year,Chris,1999,,,21098
937,842,Angus (1941),41e776e33bd6bd3f,author_year,Angus,1941,,,21274
938,842,Tanittir (1956),ebf94e923f18c8ea,author_year,Tanittir,1956,,,21374
939,842,Tanittir (1973),abd7b40d92237523,author_year,Tanittir,1973,,,21492
940,842,Hugh (1952),2820c98d459a9b11,author_year,Hugh,1952,,,21613
941,842,Timusbin (1974),97778f4501ccbdd6,author_year,Timusbin,1974,,,21845
942,842,Katekike (1995),3cd9cb1581c2e71f,author_year,Katekike,1995,,,22085
943,842,Nicolaisen (1996),bf4f2a3f903c6a08,author_year,Nicolaisen,1996,,,25731
944,842,Maolalaigh (1998),4f89cbc074232bdb,author_year,Maolalaigh,1998,,,25760
945,842,Roibeard (1998),11d57c8a9503da06,author_year,Roibeard,1998,,,26607
946,842,Richard (1995),568443baaa84babe,author_year,Richard,1995,,,26812
947,842,Kelly (1995),c405a9140d35fe54,author_year,Kelly,1995,,,27100
948,842,Kelly (1996),036a510dc4def9b4,author_year,Kelly,1996,,,27287
949,842,Kelly (1997),3b992682f41140e5,author_year,Kelly,1997,,,27525
950,842,Adrian (1983),c4f5594951a1d7ce,author_year,Adrian,1983,,,27728
951,842,Brian (1995),3df6e846b5dd0bdb,author_year,Brian,1995,,,28091
952,842,Simon (1994),980c94013bd76da7,author_year,Simon,1994,,,28344
953,842,Simon (1995),bb867b279f2c28c6,author_year,Simon,1995,,,28610
954,842,Simon (2000),9e5d52832f45993b,author_year,Simon,2000,,,28979
955,842,William (1995),af0305b80c51ba39,author_year,William,1995,,,29321
956,842,Doreen (1985),1d3bc751760992c3,author_year,Doreen,1985,,,29735
957,842,Doreen (1986),cf3e3033baea3d20,author_year,Doreen,1986,,,29859
958,842,Doreen (1991),ef80cceaa97340b6,author_year,Doreen,1991,,,30017
959,842,Doreen (1995),9b6845d0221b82fd,author_year,Doreen,1995,,,30112
960,842,Doreen (1996),9740e5bc490594b2,author_year,Doreen,1996,,,30355
961,842,Doreen (1998),ca9edcea70a4be9f,author_year,Doreen,1998,,,30597
962,842,Nuskisu (1943),bfcc47479674a96c,author_year,Nuskisu,1943,,,30832
